time,close,CVD (Apertura),CVD (Máximo,CVD (Mínimo),CVD (Cerrar),OnBalanceVolume,MFI,Signal,Histogram,MFI/Signal Crossover,MFI/Signal Crossunder,Plot,Plot,EMA of vfi,vfi
1772817700,674.42,-583701,-583468,-584208,-584208,-2095321,59.45511060538378,63.32514587035571,,,,0,,-15.836993167397225,-13.73269125374169
1772817710,674.33,-584208,-584148,-584388,-584388,-2095661,53.79518507861346,61.41915371200726,,,,0,,-14.899096210678248,-13.023302297240294
1772817720,674.39,-584388,-584388,-584651,-584611,-2095118,53.4573892273376,59.82680081507333,,,,0,,-14.422745369757774,-13.470043687916824
1772817730,674.92,-584611,-580475,-584611,-580475,-2090982,56.36986679967562,59.13541401199379,,,,0,,-13.415270945768306,-11.400322097789369
1772817740,675.06,-580475,-579961,-581282,-580819,-2088354,58.210897584390274,58.950510726473084,,,,0,,-12.15564963385591,-9.636407010031117
1772817750,675.06,-580819,-580359,-580828,-580459,-2088354,50.527263930799876,57.265861367338445,,,,0,,-11.028465279587408,-8.774096571050404
1772817760,674.981,-580459,-580459,-580913,-580496,-2089347,49.99259384894768,55.81120786366029,,,,0,,-10.225868328010637,-8.620674424857095
1772817770,674.95,-580496,-579698,-580790,-579698,-2091589,61.1877090433892,56.886508099606075,,61.1877090433892,,0,,-10.309356339313664,-10.476332361919717
1772817780,674.95,-579698,-579695,-581731,-581590,-2091589,51.69392311518635,55.84799110272213,,,51.69392311518635,0,,-10.616057497115403,-11.229459812718881
1772817790,674.86,-581590,-581195,-581687,-581283,-2093034,49.57613090807012,54.59361906379173,,,,0,,-11.038656093127027,-11.883853285150275
1772817800,674.96,-581283,-581283,-595853,-595853,-2077876,72.29042058486907,58.1329793680072,,72.29042058486907,,0,,-10.8619069213058,-10.50840857766335
1772817810,674.85,-595853,-595853,-596666,-596646,-2078749,73.32145832098556,61.17067515860287,,,,0,,-10.71783888611578,-10.429702815735741
1772817820,674.899,-596646,-596525,-597791,-597419,-2076910,74.13795536563815,63.76413120000993,,,,0,,-10.607183806666699,-10.385873647768538
1772817830,674.77,-597419,-597339,-598555,-598266,-2078851,71.5350328055033,65.3183115211086,,,,0,,-10.700411866762625,-10.886867986954478
1772817840,674.66,-598266,-598266,-601604,-601604,-2082765,63.67756435721709,64.9901620883303,,,63.67756435721709,0,,-11.36147149694538,-12.683590757310894
1772817850,674.44,-601604,-601553,-603904,-603904,-2087163,57.89981247149368,63.572092164962974,,,,0,,-12.631417199351208,-15.171308604162865
1772817860,674.52,-603904,-603884,-604587,-604315,-2085414,59.00536917950525,62.65874756787143,,,,0,,-12.817776907042134,-13.190496322423984
1772817870,674.51,-604315,-604151,-605741,-605167,-2088030,51.710147254175176,60.46902750513218,,,,0,,-12.990297359120119,-13.335338263276089
1772817880,674.55,-605167,-604687,-605167,-605014,-2087183,49.690522660019056,58.31332653610956,,,,0,,-12.453572777599339,-11.38012361455778
1772817890,674.48,-605014,-604932,-605439,-605439,-2088392,46.39100650167849,55.928862529223345,,,,0,,-12.631798610078063,-12.98825027503551
1772817900,674.34,-605439,-605439,-607730,-606422,-2093173,42.57622178087225,53.258334379553126,,,,0,,-13.343212519445943,-14.766040338181707
1772817910,674.39,-606422,-604485,-606639,-604485,-2089952,48.54062604163845,52.31479271197019,,,,0,,-13.388063022980214,-13.477764030048753
1772817920,674.13,-604485,-604109,-605855,-605855,-2094322,47.185757466869944,51.28898566295014,,,,0,,-14.801322749916961,-17.627842203790454
1772817930,673.961,-605855,-605232,-608848,-608848,-2099921,43.45793701717533,49.72277593379518,,,,0,,-16.997026216319586,-21.388433149124836
1772817940,673.59,-608848,-605946,-612951,-612951,-2111100,15.7809880244982,42.93441835193578,,,,0,,-19.69262874533819,-25.083833803375402
1772817950,673.69,-612951,-611815,-612951,-612948,-2108605,15.271527509447736,37.401840183438175,,,,0,,-21.957447376866373,-26.48708463992274
1772817960,673.73,-612948,-608229,-613147,-608468,-2102781,10.748903177497255,32.07125278224999,,,,0,,-24.36837468565353,-29.190229303227845
1772817970,673.75,-608468,-605871,-608468,-607089,-2098272,18.2097802844269,29.298958282685373,,,,0,,-24.549314960740883,-24.911195510915586
1772817980,673.63,-607089,-607089,-608242,-608242,-2099567,19.09294276337134,27.257755178822567,,,,0,,-24.37721452195626,-24.033013644387015
1772817990,673.44,-608242,-607154,-608571,-607480,-2103015,19.436362022252,25.693476547508453,,,,0,,-24.695740627451787,-25.33279283844284
1772818000,673.37,-607480,-607480,-608247,-607739,-2105052,16.05640001146257,23.766061240299276,,,,0,,-24.746918192953526,-24.849273323957007
1772818010,673.44,-607739,-607739,-609156,-609156,-2103339,19.592450300824325,22.931339052404287,,,,0,,-23.7530808298756,-21.765406103719748
1772818020,673.38,-609156,-608788,-609156,-608934,-2104163,17.9867018078491,21.942411603493248,,,,0,,-23.411590393524413,-22.728609520822037
1772818030,673.651,-608934,-607070,-608934,-607082,-2101807,21.99240016660451,21.9524093161155,,21.99240016660451,,0,,-22.945150091696217,-22.012269488039827
1772818040,673.76,-607082,-607082,-607464,-607105,-2100734,25.775317025227153,22.71699085793783,,,,0,,-22.284708884567035,-20.96382647030867
1772818050,673.57,-607105,-607062,-608500,-608500,-2103037,19.68315103878102,22.110222894106467,,,19.68315103878102,0,,-21.89858904680601,-21.126349371283958
1772818060,673.75,-608500,-608420,-608599,-608436,-2102515,22.516549386977616,22.191488192680698,,22.516549386977616,,0,,-20.970833192511808,-19.115321483923402
1772818070,673.7,-608436,-608436,-608816,-608816,-2103053,26.70024667396264,23.093239888937084,,,,0,,-19.780596755014006,-17.4001238800184
1772818080,673.99,-608816,-605567,-608816,-605567,-2099724,43.517316627742375,27.178055236698142,,,,0,,-18.255987874644497,-15.206770113905483
1772818090,673.95,-605567,-605567,-607376,-607321,-2101958,50.8542900995438,31.913302209267275,,,,0,,-16.038102818745955,-11.602332706948866
1772818100,674.04,-607321,-606705,-607401,-606705,-2101102,63.365610059136365,38.20376377924109,,,,0,,-13.621258257006176,-8.787569133526615
1772818110,673.91,-606705,-606536,-606980,-606821,-2102114,53.622228450965544,41.28745671358598,,,,0,,-11.707732988238604,-7.880682450703463
1772818120,673.85,-606821,-606554,-607075,-606795,-2103302,53.86629773685822,43.80322491824043,,,,0,,-10.405777809779433,-7.801867452861091
1772818130,674,-606795,-606582,-607102,-606732,-2102231,65.03168444700297,48.04891682399294,,,,0,,-8.76532310521202,-5.484413696077197
1772818140,674.16,-606732,-606214,-606732,-606622,-2101073,73.60131712415537,53.159396884025426,,,,0,,-7.147838696782766,-3.912869879924256
1772818150,674.13,-606622,-604920,-606622,-604920,-2103153,63.946556108331976,55.31682872888673,,,,0,,-6.712628933413956,-5.842209406676337
1772818160,673.92,-604920,-604920,-606935,-606175,-2106748,56.343057536835396,55.52207449047646,,,,0,,-6.99398566767209,-7.556699136188358
1772818170,673.93,-606175,-606175,-606994,-606994,-2105599,48.764741090284325,54.170607810438035,,,48.764741090284325,0,,-7.0230560242815985,-7.0811967375006155
1772818180,674.04,-606994,-606742,-607647,-606742,-2104041,49.86553966942587,53.3095941822356,,,,0,,-7.080311530619562,-7.194822543295487
1772818190,673.81,-606742,-606742,-607248,-607248,-2104785,53.55901739142379,53.359478824073236,,53.55901739142379,,0,,-6.872996941128284,-6.45836776214573
1772818200,673.83,-607248,-606355,-607438,-606377,-2103318,48.88241797836929,52.464066654932445,,,48.88241797836929,0,,-7.077319563620348,-7.485964808604474
1772818210,673.95,-606377,-606105,-606577,-606105,-2102040,50.547518238545756,52.080756971655106,,,,0,,-6.888692034433078,-6.511436976058539
1772818220,673.9,-606105,-605847,-606111,-606026,-2102769,44.157370547657074,50.4960796868555,,,,0,,-6.585341303678271,-5.978639842168656
1772818230,673.74,-606026,-605926,-606268,-606153,-2104336,34.18772568354471,47.23440888619334,,,,0,,-6.2067115522026315,-5.449452049251352
1772818240,673.86,-606153,-605760,-606153,-605760,-2103903,32.72430031290982,44.33238717153664,,,,0,,-5.407330582210825,-3.8085686422272125
1772818250,673.88,-605760,-605295,-605800,-605475,-2103146,37.20079057948912,42.906067853127134,,,,0,,-4.96202902389956,-4.071425907277029
1772818260,673.74,-605475,-605437,-605974,-605894,-2104001,37.87266680028757,41.89938764255922,,,,0,,-5.116005579731772,-5.423958691396198
1772818270,673.86,-605894,-605894,-606394,-606385,-2103412,36.204819549805734,40.76047402400852,,,,0,,-5.417329950952887,-6.0199786933951165
1772818280,673.69,-606385,-606385,-607036,-607036,-2104103,30.55022467377802,38.718424153962424,,,,0,,-5.992462716225831,-7.14272824677172
1772818290,673.63,-607036,-606878,-607672,-607672,-2105295,32.18622750016061,37.41198482320206,,,,0,,-6.915745499768026,-8.762311066852416
1772818300,673.8,-607672,-607374,-607712,-607374,-2104871,42.942398473279916,38.518067553217634,,42.942398473279916,,0,,-7.8344335921217825,-9.671809776829296
1772818310,673.96,-607374,-605450,-607385,-605450,-2102805,54.59662460466997,41.7337789635081,,,,0,,-7.81123704456292,-7.7648439494451935
1772818320,673.82,-605450,-605236,-605683,-605683,-2103758,45.66323722533183,42.51967061587285,,,,0,,-8.121536766119986,-8.74213620923412
1772818330,673.76,-605683,-605359,-605959,-605607,-2105122,43.69281025176559,42.7542985430514,,,,0,,-8.364728559947807,-8.851112147603448
1772818340,673.7,-605607,-605607,-605830,-605710,-2105545,47.117387320924216,43.626916298625964,,,,0,,-8.595203196837595,-9.056152470617171
1772818350,673.62,-605710,-605241,-605961,-605521,-2106882,37.35835486530467,42.373204011961704,,,37.35835486530467,0,,-8.84831468655629,-9.354537665993679
1772818360,673.83,-605521,-603850,-605521,-603850,-2104675,43.588733797732104,42.61630996911578,,43.588733797732104,,0,,-8.53799750121702,-7.917363130538486
1772818370,673.76,-603850,-603850,-604521,-604521,-2105346,51.19197706214277,44.33144338772118,,,,0,,-8.111335428269479,-7.258011282374395
1772818380,673.81,-604521,-603731,-604522,-603731,-2103926,54.41468858639351,46.34809242745565,,,,0,,-7.750760032230095,-7.029609240151327
1772818390,673.99,-603731,-603465,-603755,-603465,-2103292,54.03646111933311,47.88576616583114,,,,0,,-7.236959329319206,-6.20935792349743
1772818400,673.93,-603465,-602615,-604515,-604515,-2106268,64.83592502870745,51.275797938406406,,,,0,,-6.5757187770541465,-5.253237672524028
1772818410,673.78,-604515,-604475,-606317,-606317,-2108344,56.410797786389914,52.30279790800311,,,,0,,-6.36619685631721,-5.947153014843339
1772818420,673.78,-606317,-606317,-606874,-606874,-2108344,54.71307864033829,52.784854054470145,,,,0,,-6.019544248596415,-5.326239033154825
1772818430,674,-606874,-606356,-606874,-606403,-2107779,59.65309354506619,54.158501952589354,,,,0,,-5.984111487855838,-5.913245966374683
1772818440,673.85,-606403,-606323,-608059,-608038,-2109616,53.25163098687335,53.977127759446155,,,53.25163098687335,0,,-6.270308590155569,-6.842702794755032
1772818450,674.13,-608038,-607483,-608325,-607483,-2108287,51.444125649005514,53.47052733735803,,,,0,,-6.024197405120575,-5.531975035050589
1772818460,673.96,-607483,-607483,-608174,-608174,-2109218,51.50305646280509,53.07703316244744,,,,0,,-5.859845333573698,-5.531141190479945
1772818470,673.98,-608174,-607434,-608174,-608031,-2107289,50.01684613165713,52.46499575628938,,,,0,,-6.294997544382605,-7.165301966000419
1772818480,674,-608031,-608031,-608489,-608409,-2106631,52.741945234816406,52.520385651994786,,52.741945234816406,,0,,-6.941133899029521,-8.233406608323353
1772818490,674.08,-608409,-608409,-608896,-608695,-2105541,58.97157640140644,53.810623801877114,,,,0,,-7.37276159151087,-8.23601697647357
1772818500,673.96,-608695,-608405,-608961,-608941,-2106593,50.69360970131838,53.187220981765364,,,50.69360970131838,0,,-7.8323845008042845,-8.751630319391113
1772818510,673.91,-608941,-608881,-611133,-610415,-2109663,41.63461859864649,50.87670050514159,,,,0,,-8.36569474632153,-9.432315237356022
1772818520,673.95,-610415,-609928,-610415,-610108,-2108636,40.513151867097655,48.8039907775328,,,,0,,-8.316922943162492,-8.219379336844414
1772818530,673.83,-610108,-610108,-612846,-612808,-2111460,33.790476026241166,45.80128782727448,,,,0,,-8.512615486537893,-8.904000573288693
1772818540,673.76,-612808,-612406,-613122,-612446,-2112842,22.20196141362652,41.081422544544886,,,,0,,-8.612794850942095,-8.813153579750498
1772818550,673.49,-612446,-612426,-614434,-612770,-2117054,20.156638545058897,36.896465744647685,,,,0,,-8.90472702222639,-9.488591364794983
1772818560,673.62,-612770,-609076,-612770,-609076,-2112462,34.94915527586349,36.507003650890844,,,,0,,-8.764140249030621,-8.482966702639084
1772818570,673.39,-609076,-609076,-610794,-609784,-2115310,30.21534001597857,35.24867092390839,,,,0,,-8.833539940691967,-8.972339324014659
1772818580,673.44,-609784,-606645,-609784,-606833,-2111703,40.2684501785807,36.25262677484285,,40.2684501785807,,0,,-8.73190002233953,-8.528620185634658
1772818590,673.26,-606833,-606245,-612739,-612294,-2121022,28.474996325525282,34.69710068497934,,,28.474996325525282,0,,-9.651203722919627,-11.489811124079822
1772818600,673.16,-612294,-612294,-615061,-614838,-2124196,26.91067649786352,33.13981584755618,,,,0,,-10.906111575532364,-13.415927280757836
1772818610,672.93,-614838,-614838,-619935,-618206,-2131884,23.584894901762752,31.228831658397493,,,,0,,-12.973419235793965,-17.10803455631717
1772818620,672.83,-618206,-618206,-621108,-620012,-2136426,20.464378250072713,29.075940976732536,,,,0,,-14.780282434341549,-18.394008831436718
1772818630,672.99,-620012,-618011,-620064,-618252,-2133998,22.516168366150694,27.763986454616166,,,,0,,-16.030764656850724,-18.53172910186908
1772818640,672.86,-618252,-618252,-623336,-623336,-2139082,20.890786390375453,26.389346441768023,,,,0,,-17.49821862352094,-20.433126556861374
1772818650,672.82,-623336,-623148,-643135,-642751,-2160275,15.772659206150593,24.266008994644537,,,,0,,-19.214282082189733,-22.646408999527313
1772818660,672.94,-642751,-640290,-642751,-642609,-2153885,21.466519743591718,23.706111144433972,,,,0,,-18.743319933236016,-17.80139563532858
1772818670,672.92,-642609,-642609,-643504,-643504,-2155664,24.02751217176379,23.770391349899935,,24.02751217176379,,0,,-17.620494775905808,-15.374844461245393
1772818680,672.889,-643504,-643504,-648097,-645593,-2163311,22.247119065883666,23.465736893096683,,,22.247119065883666,0,,-18.529806375414907,-20.3484295744331
1772818690,672.98,-645593,-645302,-645817,-645521,-2161577,25.03385725056144,23.779360964589635,,25.03385725056144,,0,,-19.06059318104987,-20.122166792319803
1772818700,672.94,-645521,-645521,-647277,-647277,-2166213,20.584262795103953,23.1403413306925,,,20.584262795103953,0,,-19.412127870577827,-20.115197249633734
1772818710,672.9,-647277,-647277,-650297,-648945,-2172139,19.797958915202372,22.471864847594475,,,,0,,-20.385733360434987,-22.33294434014931
1772818720,672.76,-648945,-648945,-650987,-649986,-2176650,15.145277119007844,21.00654730187715,,,,0,,-21.94893706059196,-25.0753444609059
1772818730,672.96,-649986,-648103,-649986,-648103,-2174435,19.575079922219658,20.72025382594565,,,,0,,-22.805503457165234,-24.51863625031178
1772818740,672.75,-648103,-647459,-648965,-648965,-2177143,19.699055759512262,20.516014212658973,,,,0,,-23.8963050384906,-26.07790820114133
1772818750,672.62,-648965,-648432,-651191,-648572,-2182450,20.356228217044574,20.484057013536095,,,,0,,-25.091476733012097,-27.48182012205509
1772818760,672.78,-648572,-646411,-648572,-647211,-2177423,27.20483239008503,21.82821208884588,,27.20483239008503,,0,,-24.999558450638943,-24.815721885892632
1772818770,672.8,-647211,-647211,-647498,-647498,-2176956,25.16469323266874,22.49550831761045,,,,0,,-24.77373075035485,-24.32207534978667
1772818780,672.89,-647498,-646947,-647498,-647202,-2175906,28.29612169697765,23.65563099348389,,,,0,,-24.91245530209148,-25.18990440556474
1772818790,672.89,-647202,-647146,-647664,-647664,-2175906,41.69385299494468,27.26327539377605,,,,0,,-25.271772024983605,-25.99040547076785
1772818800,673.07,-647664,-643311,-647664,-643311,-2168593,42.87360755652364,30.385341826325565,,,,0,,-24.38901111916921,-22.623489307540428
1772818810,672.98,-643311,-642584,-643685,-642791,-2171319,38.187084185951086,31.945690298250668,,,,0,,-23.522623879726872,-21.789849400842193
1772818820,672.95,-642791,-642162,-642896,-642896,-2172882,43.916973542768304,34.339946947154196,,,,0,,-23.180363416255087,-22.49584248931152
1772818830,672.86,-642896,-642862,-645305,-645305,-2176735,37.67144431702085,35.00624642112753,,,,0,,-23.425430022235282,-23.91556323419567
1772818840,672.86,-645305,-645305,-645715,-645535,-2176735,36.93223690400907,35.39144451770384,,,,0,,-23.79768711548832,-24.542201301994396
1772818850,672.569,-645535,-645535,-648843,-648843,-2180679,38.695898463055194,36.05233530677411,,,,0,,-24.562856398617715,-26.093194964876506
1772818860,672.699,-648843,-642688,-648843,-643967,-2173245,52.869819104716946,39.415832066362675,,,,0,,-25.133894282491102,-26.275970050237873
1772818870,672.68,-643967,-643947,-646440,-646336,-2176384,53.828494066722065,42.298364466434556,,,,0,,-24.967123737853257,-24.633582648577562
1772818880,672.63,-646336,-646037,-647079,-647079,-2177859,55.33219324292021,44.90513022173169,,,,0,,-25.033250709196587,-25.165504651883246
